Field=3DR_PARTNO~String~3DR_PARTNO~100|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|Field=Value~String~Value~100|ReportField=Currency~USD|ReportField=ProductionQuantity~5000|ReportField=ProjectFileName~PX4FLOW2.0_X0.PrjPcb|ReportField=ProjectFullPath~F:\Current_Work\00_0_git\Pixhawk_OS_Hardware\PX4_FLOW2.0_X0\PX4FLOW2.0_X0.PrjPcb|ReportField=Title~Bill of Materials For Variant [PX4FLOW2.0_X0] of Project [PX4FLOW2.0_X0.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~84|ReportField=ReportTime~6:35:44 PM|ReportField=ReportDate~22/07/2015|ReportField=ReportDateTime~22/07/2015 6:35:44 PM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~PX4FLOW2.0_X0|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~22/07/2015|ReportField=CurrentTime~2:21:38 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~F:\Current_Work\00_0_git\Pixhawk_OS_Hardware\PX4_FLOW2.0_X0\PX4FLOW2.0_CAM_X0.SchDoc|ReportField=DocumentName~PX4FLOW2.0_CAM_X0.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~Philip Rowse|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~13/07/2015|ReportField=Organization~|ReportField=ProjectName~PX4FLOW2.0_X0.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~PX4FLOW2.0_X0.PrjPcb|ReportField=DataSourceFullPath~F:\Current_Work\00_0_git\Pixhawk_OS_Hardware\PX4_FLOW2.0_X0\PX4FLOW2.0_X0.PrjPcb
|0u1|CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor., Capacitor, 0.1uF, 16V, Y5V, 0402, Ceramic, CAP CER 0.1UF 16V Y5V 0402|C1, C2, C5, C7, C8, C9, C10, C15, C16, C17, C18, C19, C20, C21, C22, C23, C28, C29, C30, C31, C32, C33, C3004|0402-CAP|CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAP0402-CAP, CAPACITOR-0402, CAP0402|Yageo|CC0402ZRY5V7BB104|23|Digi-Key|USD|115000|311-1047-1-ND|2659931|278.37378|0.00242|
ECM0710|8p|CAP CER 8PF 50V C0G 0402|C3, C4|0402-CAP|CAP0402|TDK Corporation|C1005C0G1H080C050BA|2|Digi-Key|USD|10000|445-4890-1-ND|202423|52.27398|0.00523|8p
ECM0716|100u|CAP CER 100UF 10V 20% X5R 1206|C6, C14|1206-CAP|CAP1206|TDK Corporation|C3216X5R1A107M160AC|2|Digi-Key|USD|10000|445-6007-1-ND|437583|6272.87721|0.62729|100U
ECM0619|2u2|Capacitor, 2.2uF, 16V, 10%, X6S, 0603, Ceramic|C11, C12, C27, C34|0603-CAP|CAP0603, CAP0603, CAPACITOR-0603, CAPACITOR-0603|TDK Corporation|C1608X6S1C225K080AC|4|Digi-Key|USD|20000|445-7438-1-ND|29878|1116.76223|0.05584|2u2
|470p|CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor.|C13|0402-CAP|CAP0402-CAP|Yageo|CC0402KRX7R9BB471|1|Digi-Key|USD|5000|311-1028-1-ND|616054|12.47447|0.00249|
|0u01|CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor.|C24|0402-CAP|CAP0402-CAP|Murata Electronics North America|GRM155R71C103KA01D|1|Digi-Key|USD|5000|490-1313-1-ND|2863215|22.57285|0.00451|
|0u01|CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor.|C25|0402-CAP|CAP0402-CAP|Yageo|CC0402KRX7R7BB103|1|Digi-Key|USD|5000|311-1042-1-ND|2049987|12.47447|0.00249|
|0u001|CapacitorStandard 0603 ceramic capacitor, and 0.1" leaded capacitor.|C26|0402-CAP|CAP0402-CAP|Murata Electronics North America|GRM155R71C102KA01D|1|Digi-Key|USD|5000|490-6325-1-ND|360652|22.57285|0.00451|
|MSS1P4-M3|Schottky barrier diode in DO214AC, e.g. Fairchild SS14.|D1|MICROSMP|DIODE-SCHOTTKY_MSMP|Vishay Semiconductor Diodes Division|MSS1P4-M3/89A|1|Digi-Key|USD|5000|MSS1P4-M3/89AGICT-ND|109753|717.54201|0.14351|
ECM0837|DIODE-TVS|Diode, TVS, 14VWM, 40VC, 0402, SMD|D104, D108|0402-TVS|DIODE-TVS|TE Connectivity / Raychem|PESD0402-140|2|Mouser|USD|10000|650-PESD0402-140|175048|928.1601|0.09282|
ECM0486|47346-0001|MICRO USB B, BOTTOM MOUNT|J5|MOLEX-47346-0001|MOLEX-47346-0001|Molex Inc|0473460001|1|Digi-Key|USD|5000|WM17141DKR-ND|54254|2613.69884|0.52274|
|JUMPER-30603||JP1|SJ_3_0603_PASTE1&2|JUMPER-30603|Stackpole Electronics Inc|RMCF0402ZT0R00|1|Digi-Key|USD|5000|RMCF0402ZT0R00CT-ND|1081431|8.53907|0.00171|
|Inductor|FERRITE BEAD 120 OHM 0402|L1, L2, L3, L11|L0402|Inductor|Taiyo Yuden|BKP1005HS121-TV|4|Digi-Key|USD|20000|587-3954-1-ND|19664|590.16132|0.02951|
|FERRITE BEAD 120 OHM 0402||L8|L0402|Inductor|Taiyo Yuden|BKP1005HS121-TV|1|Digi-Key|USD|5000|587-3954-1-ND|19664|147.54033|0.02951|
ECM0719|Kyocera KNH16C104DA5TS EMI filter|Capacitor, Filter, 0.1uF, 25V, 2A, 0603, SMD|L103, L106|KYOCERA-KNH16-DA|KNH16C104DA5TS|AVX Corp/Kyocera Corp|KNH16C104DA5TS|2|Digi-Key|USD|10000|478-6878-1-ND|308924|874.40107|0.08744|
|GREEN|Green LED|LED1|LED-0603|LED0603|Panasonic Electronic Components|LNJ337W83RA|1|Digi-Key|USD|5000|LNJ337W83RACT-ND|101448|439.57662|0.08792|
ECM0532|CLICKMATE_1.25_6|1.25 W/B SGL R/A REC ASSY 6CKT|LIDAR|CLICKMATE_V6|CLICKMATE_1.25_6|Molex Inc|5023860670|1|Digi-Key|USD|5000|WM3917CT-ND|749|4248.3744|0.84967|
PRT0441|CLICKMATE_1.25_4|Connector, Rcpt, 4Pos, 1.25MM, W/B, VERT, SMD, Tin|P1|CLICKMATE_V4|CLICKMATE_1.25_4|Molex Inc|5023820470|1|Digi-Key|USD|5000|WM4781CT-ND|9655|3307.44282|0.66149|
|NTGS4111P||Q1|TSOP-6|NTGS4111P|ON Semiconductor|NTGS4111PT1G|1|Digi-Key|USD|5000|NTGS4111PT1GOSCT-ND|16579|685.72468|0.13714|
ECM0803|1K5|RES 1.5K OHM 1/16W 1% 0402 SMD|R1, R2, R3002, R3004|R0402|RESISTOR0402-RES|Yageo|RC0402FR-071K5L|4|Digi-Key|USD|20000|311-1.50KLRCT-ND|446257|35.34434|0.00177|1K5
|100|ResistorBasic schematic elements and footprints for 0603, 1206, and PTH 1/10th watt (small) resistors.|R3, R4|R0402|RESISTOR0402-RES|Stackpole Electronics Inc|RMCF0402JT100R|2|Digi-Key|USD|10000|RMCF0402JT100RCT-ND|175061|17.07815|0.00171|
ECM0800|10K|RES 10K OHM 1/16W 1% 0402 SMD|R5, R7, R16, R18|R0402|RESISTOR0402-RES|Yageo|RC0402FR-0710KL|4|Digi-Key|USD|20000|311-10.0KLRCT-ND|12205181|35.34434|0.00177|10K
|22R|ResistorBasic schematic elements and footprints for 0603, 1206, and PTH 1/10th watt (small) resistors.|R6, R8|R0402|RESISTOR0402-RES|Stackpole Electronics Inc|RMCF0402JT22R0|2|Digi-Key|USD|10000|RMCF0402JT22R0CT-ND|7119|17.07815|0.00171|
|10k|ResistorBasic schematic elements and footprints for 0603, 1206, and PTH 1/10th watt (small) resistors.|R9|R0402|RESISTOR0402-RES|Rohm Semiconductor|MCR01MZPJ271|1|Digi-Key|USD|5000|RHM270JCT-ND|6116|11.91758|0.00238|
|1k|ResistorBasic schematic elements and footprints for 0603, 1206, and PTH 1/10th watt (small) resistors.|R10, R19, R20|R0402|RESISTOR0402-RES|Stackpole Electronics Inc|RMCF0402JT1K00|3|Digi-Key|USD|15000|RMCF0402JT1K00CT-ND|996|25.61722|0.00171|
|0R|ResistorBasic schematic elements and footprints for 0603, 1206, and PTH 1/10th watt (small) resistors.|R11|R0402|RESISTOR0402-RES|Stackpole Electronics Inc|RMCF0402JT1K00|1|Digi-Key|USD|5000|RMCF0402JT1K00CT-ND|996|8.53907|0.00171|
|470|ResistorBasic schematic elements and footprints for 0603, 1206, and PTH 1/10th watt (small) resistors.|R12|R0402|RESISTOR0402-RES|Stackpole Electronics Inc|RMCF0402JT470R|1|Digi-Key|USD|5000|RMCF0402JT470RCT-ND|102137|8.53907|0.00171|
|270R|ResistorBasic schematic elements and footprints for 0603, 1206, and PTH 1/10th watt (small) resistors.|R13|R0402|RESISTOR0402-RES|Rohm Semiconductor|MCR01MZPJ271|1|Digi-Key|USD|5000|RHM270JCT-ND|6116|11.91758|0.00238|
|68R|RES SMD 68 OHM 1% 1/4W 0603|R14|0603-RES|RESISTOR0402-RES|Panasonic Electronic Components|ERJ-PA3F68R0V|1|Digi-Key|USD|5000|P68.00BYCT-ND|4276|112.71576|0.02254|
|5R6|RES SMD 5.6 OHM 1% 1/5W 0603|R15, R17|0603-RES|RESISTOR0402-RES|Susumu|RL0816S-5R6-F|2|Digi-Key|USD|10000|408-1437-2-ND|5000|526.89792|0.05269|
ECM0820|120R|RES 120 OHM 1/16W 1% 0402 SMD|R3010|R0402|RESISTOR0402-RES|Yageo|RC0402FR-07120RL|1|Digi-Key|USD|5000|311-120LRCT-ND|443611|8.83608|0.00177|120R
|RESET|Switch|S1|EVQP7J01K|SWITCH-MOMENTARY-2|PANASONIC ELECTRONIC COMPONENTS|EVQP7J01K|1|Farnell|USD|5000|2079533|-4|2821.6067|0.56432|
|V_REG_LDOSMD|Voltage Regulator LDOStandard 150mA LDO voltage regulator in SOT-23 layout. Micrel part MIC5205. BP (by-pass) pin is used to lower output noise with 470pF cap.|U1|SOT23-5|V_REG_LDOSMD|Micrel Inc|MIC5207-3.3YM5 TR|1|Digi-Key|USD|5000|576-1267-1-ND|11115|1489.80834|0.29796|
|STM32F427VIT7TR|ARM Cortex-M4 32-bit MCU+FPU, 210 DMIPS, 2048 kB Flash, 256 kB Internal RAM, 82 I/Os, 100-pin LQFP, -40 to 105 degC, Tape and Reel|U2|STM-LQFP100_N|STM32F427VIT7TR|STMICROELECTRONICS|STM32F427VIT7TR|1|Newark|USD|5000|19X6230|0|53150|10.63|
|LRTB GFTG-T7AW-1+V7A7-29+R5T9-49-L|RGB LED with separate anode/cathode terminals|U3|6-PLCC|RGB-LED6-PLCC|OSRAM Opto Semiconductors Inc|LRTB GFTG-T7AW-1+V7A7-29+R5T9-49-L|1|Digi-Key|USD|5000|475-2822-1-ND|0|5494.70778|1.09894|
|128KB EEPROM|I2C EEPROM Generic footprint for I2C EEPROMS. Compatible types include:    Microchip 24FC128-I/MS    Microchip 24AA256-I/MS    ST Microelectronics M24128-BWDW6TP|U8|MSOP-8|EEPROM-I2CMSOP|Microchip Technology|24FC128T-I/MS|1|Digi-Key|USD|5000|24FC128T-I/MS-ND|0|2566.17704|0.51324|
ECM0827|L3GD20|Sensor, Low-power, Three-axis, Angular rate|U12|L3GD20|L3GD20|STMICROELECTRONICS|L3GD20|1|Newark|USD|5000|73T0644|216|16500|3.30|
|MPU-9250||U405|MPU-6500|MPU-6500|InvenSense|MPU-9250|1|Digi-Key|USD|5000|1428-1019-1-ND|30885|30697.89285|6.13958|
ECM0831|3.3-V CAN TRANSCEIVER|IC TXRX CAN 1MBPS SOT23-8|U3004|SOT23-8|MAX3051MAX3051EKA|Maxim Integrated|MAX3051EKA+T|1|Digi-Key|USD|5000|MAX3051EKA+TCT-ND|28199|9651.00871|1.9302|CAN
|MT9V034||U$5|CLCC-48|MT9V034|Aptina-ON Semiconductor|MT9V034C12STM|1|Digi-Key|USD|5000|557-1454-ND|0|0|0.00|
ECM0708|Crystal Oscillator in 3.2x2.5 SMD|CRYSTAL 24MHZ 8PF SMD|X1|OSCILLATOR-3.2X2.5|OSCILLATOR-3.2X2.5|NDK|NX3225SA-24.000MHZ-STD-CSR-1|1|Digi-Key|USD|5000|644-1052-1-ND|241593|1967.21677|0.39344|24MHz
